"RelativePath","FullName","TopLevel","Extension","Length","LastWriteTimeUtc","Class"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\ET0o9zL3BDs\The FBI and Socrates -- the Same 17 Sentences [ET0o9zL3BDs].en.vtt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\ET0o9zL3BDs\The FBI and Socrates -- the Same 17 Sentences [ET0o9zL3BDs].en.vtt","_LOCAL_CUSTODY_N_RECEIPTS",".vtt","285136","2026-05-22T16:15:33.7569398Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\ET0o9zL3BDs\TRANSCRIPT_CLEAN_ET0o9zL3BDs.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\ET0o9zL3BDs\TRANSCRIPT_CLEAN_ET0o9zL3BDs.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","2","2026-05-22T16:15:35.1105540Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\ET0o9zL3BDs\TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\ET0o9zL3BDs\TRANSCRIPT_CLEAN_REPAIRED_ET0o9zL3BDs.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","31799","2026-05-22T16:16:36.0320510Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\SOURCE_INTAKE_NOTE_Hm9ADZ28Wgo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\SOURCE_INTAKE_NOTE_Hm9ADZ28Wgo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","573","2026-05-22T17:35:13.5388324Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\TRANSCRIPT_CLEAN_FULL_Hm9ADZ28Wgo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\TRANSCRIPT_CLEAN_FULL_Hm9ADZ28Wgo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","13962","2026-05-22T17:35:13.5388324Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\TRANSCRIPT_FULL_RECEIPT_Hm9ADZ28Wgo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\TRANSCRIPT_FULL_RECEIPT_Hm9ADZ28Wgo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","943","2026-05-22T17:35:13.5544553Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\CHUNKS\TRANSCRIPT_CHUNK_001_Hm9ADZ28Wgo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\CHUNKS\TRANSCRIPT_CHUNK_001_Hm9ADZ28Wgo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T17:35:13.5388324Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\CHUNKS\TRANSCRIPT_CHUNK_002_Hm9ADZ28Wgo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Hm9ADZ28Wgo\CHUNKS\TRANSCRIPT_CHUNK_002_Hm9ADZ28Wgo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","1962","2026-05-22T17:35:13.5388324Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\ODD_SOURCE_INTAKE_NOTE_vH0njQMF_gc.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\ODD_SOURCE_INTAKE_NOTE_vH0njQMF_gc.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","492","2026-05-22T17:31:05.4795576Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\TRANSCRIPT_CLEAN_FULL_vH0njQMF_gc.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\TRANSCRIPT_CLEAN_FULL_vH0njQMF_gc.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","4208","2026-05-22T17:31:05.4795576Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\TRANSCRIPT_FULL_RECEIPT_vH0njQMF_gc.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\TRANSCRIPT_FULL_RECEIPT_vH0njQMF_gc.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","927","2026-05-22T17:31:05.4958219Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\CHUNKS\TRANSCRIPT_CHUNK_001_vH0njQMF_gc.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\vH0njQMF_gc\CHUNKS\TRANSCRIPT_CHUNK_001_vH0njQMF_gc.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","4208","2026-05-22T17:31:05.4795576Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\w4HWSqnnzEo\TRANSCRIPT_CLEAN_FULL_w4HWSqnnzEo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\w4HWSqnnzEo\TRANSCRIPT_CLEAN_FULL_w4HWSqnnzEo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","22052","2026-05-23T17:31:26.5307844Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\w4HWSqnnzEo\TRANSCRIPT_FULL_RECEIPT_w4HWSqnnzEo.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\w4HWSqnnzEo\TRANSCRIPT_FULL_RECEIPT_w4HWSqnnzEo.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","409","2026-05-23T17:31:26.6401026Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\TRANSCRIPT_CLEAN_FULL_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\TRANSCRIPT_CLEAN_FULL_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","105824","2026-05-22T16:53:31.9806287Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\TRANSCRIPT_FULL_RECEIPT_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\TRANSCRIPT_FULL_RECEIPT_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","597","2026-05-22T16:53:32.2712803Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\ARCHIVE\Wn-qgHg5JhE_FULL_TRANSCRIPT_PACKAGE.zip","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\ARCHIVE\Wn-qgHg5JhE_FULL_TRANSCRIPT_PACKAGE.zip","_LOCAL_CUSTODY_N_RECEIPTS",".zip","79199","2026-05-22T16:53:32.5265672Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_001_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_001_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0337835Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_002_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_002_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0355278Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_003_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_003_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0355278Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_004_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_004_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0355278Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_005_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_005_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0355278Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_006_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_006_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0355278Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_007_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_007_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0424206Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_008_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_008_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:53:32.0444132Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_009_Wn-qgHg5JhE.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\Wn-qgHg5JhE\CHUNKS\TRANSCRIPT_CHUNK_009_Wn-qgHg5JhE.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","9824","2026-05-22T16:53:32.0454110Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\TRANSCRIPT_CLEAN_FULL_YvyUdcVk_gA.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\TRANSCRIPT_CLEAN_FULL_YvyUdcVk_gA.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","31784","2026-05-22T16:32:30.1252716Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\TRANSCRIPT_CLEAN_YvyUdcVk_gA.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\TRANSCRIPT_CLEAN_YvyUdcVk_gA.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","31784","2026-05-22T16:27:10.0491273Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\TRANSCRIPT_FULL_RECEIPT_YvyUdcVk_gA.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\TRANSCRIPT_FULL_RECEIPT_YvyUdcVk_gA.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","540","2026-05-22T16:32:30.3189807Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\CHUNKS\TRANSCRIPT_CHUNK_001_YvyUdcVk_gA.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\CHUNKS\TRANSCRIPT_CHUNK_001_YvyUdcVk_gA.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:32:30.1877584Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\CHUNKS\TRANSCRIPT_CHUNK_002_YvyUdcVk_gA.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\CHUNKS\TRANSCRIPT_CHUNK_002_YvyUdcVk_gA.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","12002","2026-05-22T16:32:30.1877584Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\CHUNKS\TRANSCRIPT_CHUNK_003_YvyUdcVk_gA.txt","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\CHUNKS\TRANSCRIPT_CHUNK_003_YvyUdcVk_gA.txt","_LOCAL_CUSTODY_N_RECEIPTS",".txt","7784","2026-05-22T16:32:30.1877584Z","RECEIPT"
"_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\FRAME_HYGIENE_WORK_ORDER_PACKAGE_20260522\01_NEWER_FRAMED_WORK\FRAME_HYGIENE_WORK_ORDER_CLEAN_REFRAME_20260522.md","C:\Users\13527\Desktop\123\_LOCAL_CUSTODY_N_RECEIPTS\RECYCLE_BIN_RECOVERY_20260604_203541\RECOVERED_ITEMS\ITEM_0002__Teleporter137_\Teleporter137_\Jxhnny_Kl33N_Seedz\YT_TRANSCRIPTS\YvyUdcVk_gA\FRAME_HYGIENE_WORK_ORDER_PACKAGE_20260522\01_NEWER_FRAMED_WORK\FRAME_HYGIENE_WORK_ORDER_CLEAN_REFRAME_20260522.md","_LOCAL_CUSTODY_N_RECEIPTS",".md","2029","2026-05-22T16:48:36.5119557Z","RECEIPT"
